"","Year","District","Block","Crop","Yield"
"2122",2014,"D8","B86","Sugarcane",71253
"2123",2014,"D8","B87","Sugarcane",68920
"2124",2014,"D21","B88","Sugarcane",66100
"2125",2014,"D21","B89","Sugarcane",72000
"2126",2014,"D21","B90","Sugarcane",73323
"2127",2014,"D21","B91","Sugarcane",62800
"2128",2014,"D21","B92","Sugarcane",61340
"2129",2014,"D21","B93","Sugarcane",70435
"2131",2014,"D14","B6","Sugarcane",62000
"2132",2014,"D14","B95","Sugarcane",56700
"2134",2014,"D20","B97","Sugarcane",70856
"2135",2014,"D20","B98","Sugarcane",66333
"2136",2014,"D20","B99","Sugarcane",80748
"2137",2014,"D20","B100","Sugarcane",75601
"2138",2014,"D20","B101","Sugarcane",61295
"2139",2014,"D20","B102","Sugarcane",68886
"2140",2014,"D7","B103","Sugarcane",70735
"2141",2014,"D7","B104","Sugarcane",70707
"2142",2014,"D7","B105","Sugarcane",60850
"2143",2014,"D7","B106","Sugarcane",67467
"2144",2014,"D7","B107","Sugarcane",69600
"2145",2014,"D7","B108","Sugarcane",56360
"3000",2015,"D22","B1","Sugarcane",63388
"3001",2015,"D22","B120","Sugarcane",62000
"3002",2015,"D22","B3","Sugarcane",68467
"3003",2015,"D22","B4","Sugarcane",64128
"3004",2015,"D22","B5","Sugarcane",70000
"3005",2015,"D22","B6","Sugarcane",64128
"3006",2015,"D22","B7","Sugarcane",53000
"3007",2015,"D22","B8","Sugarcane",70800
"3009",2015,"D4","B10","Sugarcane",84100
"3010",2015,"D4","B11","Sugarcane",66530
"3011",2015,"D4","B12","Sugarcane",70343
"3012",2015,"D4","B13","Sugarcane",67520
"3013",2015,"D4","B14","Sugarcane",75360
"3014",2015,"D4","B15","Sugarcane",57000
"3023",2015,"D1","B24","Sugarcane",71000
"3025",2015,"D1","B26","Sugarcane",70343
"3026",2015,"D1","B27","Sugarcane",71850
"3027",2015,"D1","B28","Sugarcane",71850
"3028",2015,"D1","B29","Sugarcane",71850
"3032",2015,"D17","B33","Sugarcane",80888
"3033",2015,"D17","B34","Sugarcane",64870
"3034",2015,"D17","B35","Sugarcane",65240
"3035",2015,"D17","B36","Sugarcane",72138
"3036",2015,"D17","B37","Sugarcane",59712
"3037",2015,"D6","B38","Sugarcane",72300
"3038",2015,"D6","B39","Sugarcane",78743
"3039",2015,"D6","B40","Sugarcane",52500
"3040",2015,"D6","B41","Sugarcane",76391
"3041",2015,"D6","B42","Sugarcane",92867
"3042",2015,"D19","B43","Sugarcane",91233
"3043",2015,"D19","B44","Sugarcane",85982
"3044",2015,"D19","B45","Sugarcane",59200
"3045",2015,"D19","B46","Sugarcane",54000
"3046",2015,"D19","B47","Sugarcane",73800
"3047",2015,"D19","B48","Sugarcane",64000
"3048",2015,"D19","B49","Sugarcane",91489
"3053",2015,"D12","B54","Sugarcane",75183
"3060",2015,"D13","B62","Sugarcane",44625
"3061",2015,"D13","B63","Sugarcane",54916
"3062",2015,"D13","B64","Sugarcane",42200
"3063",2015,"D13","B65","Sugarcane",51136
"3064",2015,"D15","B66","Sugarcane",80272
"3065",2015,"D15","B67","Sugarcane",77200
"3066",2015,"D15","B68","Sugarcane",103000
"3067",2015,"D15","B69","Sugarcane",76467
"3068",2015,"D15","B70","Sugarcane",88467
"3069",2015,"D9","B71","Sugarcane",86778
"3070",2015,"D9","B72","Sugarcane",119600
"3071",2015,"D9","B73","Sugarcane",81650
"3072",2015,"D9","B74","Sugarcane",76514
"3073",2015,"D9","B75","Sugarcane",56000
"3074",2015,"D9","B76","Sugarcane",85733
"3075",2015,"D10","B77","Sugarcane",91463
"3076",2015,"D10","B78","Sugarcane",72115
"3077",2015,"D10","B79","Sugarcane",84300
"3078",2015,"D10","B80","Sugarcane",89680
"3079",2015,"D10","B81","Sugarcane",75200
"3080",2015,"D8","B82","Sugarcane",94485
"3081",2015,"D8","B83","Sugarcane",98945
"3082",2015,"D8","B84","Sugarcane",91638
"3083",2015,"D8","B85","Sugarcane",100200
"3084",2015,"D8","B86","Sugarcane",91638
"3085",2015,"D8","B87","Sugarcane",74357
"3086",2015,"D21","B88","Sugarcane",67479
"3087",2015,"D21","B89","Sugarcane",66833
"3088",2015,"D21","B90","Sugarcane",72029
"3089",2015,"D21","B91","Sugarcane",65412
"3090",2015,"D21","B92","Sugarcane",69250
"3091",2015,"D21","B93","Sugarcane",63400
"3093",2015,"D14","B6","Sugarcane",56160
"3094",2015,"D14","B95","Sugarcane",70600
"3096",2015,"D20","B97","Sugarcane",69924
"3097",2015,"D20","B98","Sugarcane",69288
"3098",2015,"D20","B99","Sugarcane",83960
"3099",2015,"D20","B100","Sugarcane",71578
"3100",2015,"D20","B101","Sugarcane",56900
"3101",2015,"D20","B102","Sugarcane",68917
"3102",2015,"D7","B103","Sugarcane",73436
"3103",2015,"D7","B104","Sugarcane",70667
"3104",2015,"D7","B105","Sugarcane",51000
"3105",2015,"D7","B106","Sugarcane",90520
"3106",2015,"D7","B107","Sugarcane",59900
"3107",2015,"D7","B108","Sugarcane",85100
"3108",2015,"D7","B109","Sugarcane",61000
"3976",2016,"D22","B1","Sugarcane",69200
"3977",2016,"D22","B120","Sugarcane",71828
"3978",2016,"D22","B3","Sugarcane",56800
"3979",2016,"D22","B4","Sugarcane",67122
"3980",2016,"D22","B5","Sugarcane",67122
"3981",2016,"D22","B6","Sugarcane",57400
"3982",2016,"D22","B7","Sugarcane",67122
"3983",2016,"D22","B8","Sugarcane",67122
"3986",2016,"D4","B11","Sugarcane",61260
"3988",2016,"D4","B13","Sugarcane",61260
"3989",2016,"D4","B14","Sugarcane",61260
"3992",2016,"D18","B17","Sugarcane",80614
"3998",2016,"D1","B23","Sugarcane",64400
"3999",2016,"D1","B24","Sugarcane",62480
"4001",2016,"D1","B26","Sugarcane",71400
"4002",2016,"D1","B27","Sugarcane",51560
"4003",2016,"D1","B28","Sugarcane",62480
"4008",2016,"D17","B33","Sugarcane",72839
"4009",2016,"D17","B34","Sugarcane",68926
"4010",2016,"D17","B35","Sugarcane",77400
"4011",2016,"D17","B36","Sugarcane",69354
"4012",2016,"D17","B37","Sugarcane",71200
"4013",2016,"D6","B38","Sugarcane",87200
"4014",2016,"D6","B39","Sugarcane",78120
"4015",2016,"D6","B40","Sugarcane",25400
"4016",2016,"D6","B41","Sugarcane",75613
"4017",2016,"D6","B42","Sugarcane",62980
"4018",2016,"D19","B43","Sugarcane",89071
"4019",2016,"D19","B44","Sugarcane",1e+05
"4020",2016,"D19","B45","Sugarcane",86176
"4021",2016,"D19","B46","Sugarcane",83800
"4022",2016,"D19","B47","Sugarcane",67980
"4023",2016,"D19","B48","Sugarcane",85500
"4024",2016,"D19","B49","Sugarcane",98969
"4029",2016,"D12","B54","Sugarcane",80614
"4033",2016,"D12","B58","Sugarcane",80614
"4035",2016,"D3","B61","Sugarcane",80614
"4036",2016,"D13","B62","Sugarcane",44803
"4037",2016,"D13","B63","Sugarcane",50500
"4038",2016,"D13","B64","Sugarcane",67060
"4039",2016,"D13","B65","Sugarcane",50412
"4040",2016,"D15","B66","Sugarcane",85000
"4041",2016,"D15","B67","Sugarcane",68272
"4042",2016,"D15","B68","Sugarcane",93642
"4043",2016,"D15","B69","Sugarcane",78622
"4044",2016,"D15","B70","Sugarcane",90625
"4045",2016,"D9","B71","Sugarcane",88500
"4046",2016,"D9","B72","Sugarcane",93400
"4047",2016,"D9","B73","Sugarcane",98050
"4048",2016,"D9","B74","Sugarcane",92859
"4049",2016,"D9","B75","Sugarcane",97600
"4050",2016,"D9","B76","Sugarcane",93517
"4051",2016,"D10","B77","Sugarcane",96890
"4052",2016,"D10","B78","Sugarcane",81848
"4053",2016,"D10","B79","Sugarcane",75960
"4054",2016,"D10","B80","Sugarcane",94731
"4055",2016,"D10","B81","Sugarcane",85586
"4056",2016,"D8","B82","Sugarcane",95713
"4057",2016,"D8","B83","Sugarcane",93082
"4058",2016,"D8","B84","Sugarcane",97000
"4059",2016,"D8","B85","Sugarcane",102000
"4060",2016,"D8","B86","Sugarcane",95004
"4061",2016,"D8","B87","Sugarcane",95004
"4062",2016,"D21","B88","Sugarcane",71422
"4063",2016,"D21","B89","Sugarcane",78128
"4064",2016,"D21","B90","Sugarcane",79223
"4065",2016,"D21","B91","Sugarcane",80003
"4066",2016,"D21","B92","Sugarcane",93700
"4067",2016,"D21","B93","Sugarcane",66500
"4069",2016,"D14","B6","Sugarcane",91330
"4070",2016,"D14","B95","Sugarcane",88600
"4072",2016,"D20","B97","Sugarcane",73912
"4073",2016,"D20","B98","Sugarcane",75458
"4074",2016,"D20","B99","Sugarcane",88581
"4075",2016,"D20","B100","Sugarcane",91529
"4076",2016,"D20","B101","Sugarcane",77724
"4077",2016,"D20","B102","Sugarcane",75285
"4078",2016,"D7","B103","Sugarcane",78519
"4079",2016,"D7","B104","Sugarcane",68520
"4080",2016,"D7","B105","Sugarcane",73000
"4081",2016,"D7","B106","Sugarcane",74528
"4082",2016,"D7","B107","Sugarcane",84750
"4084",2016,"D7","B109","Sugarcane",64250
